Category;WordPhrase;Transcription;Translate;Example;CreateDate
Dictionary;submit;;подчинять(ся), покорять(ся);They were forced to submit to military discipline. — Они были вынуждены покориться военной дисциплине.;28.11.2015
Dictionary;substantial;;крепкий, прочный, солидный;substantial foundation — прочный фундамент;28.11.2015
Dictionary;substitute;;заместитель, спорт. заменяющий игрок;a poor substitute — плохой заменитель;28.11.2015
Dictionary;suffer;;страдать, испытывать, претерпевать;suffer from — страдать от чего-л., страдать по какой-л. причине;28.11.2015
Dictionary;sufficient;;достаточный, обоснованный;sufficient for — достаточный для чего-л.;28.11.2015
Dictionary;suggest;;предлагать, советовать;The architect suggested restoring the building. — Архитектор предложил восстановить здание.;28.11.2015
Dictionary;suited;;годный, подходящий, пригодный, применимый, соответствующий;suited for the job — пригодный к работе;28.11.2015
Dictionary;superb;;великолепный, роскошный, прекрасный, благородный, величественный, замечательный, отличный;;28.11.2015
Dictionary;supervision;;надзор, наблюдение, заведование, контроль;under smb.'s supervision — под чьим-л. контролем, под чьим-л. надзором;28.11.2015
Dictionary;supervisory;;контролирующий, наблюдательный, надзорный;supervisory body — контрольный орган;28.11.2015
Dictionary;supplement;;добавление, дополнение, приложение;literary supplement — литературное приложение;28.11.2015
Dictionary;supplementary;;добавочный, дополнительный;A supplementary volume of memoirs was published a few years ago. — Дополнительный том воспоминаний был опубликован несколько лет назад.;28.11.2015
Dictionary;supply;;снабжение, поставка, снабжать (чем-л. - with) ,;to bring up, provide supplies — обеспечить снабжение, обеспечить поставки                                                             Each soldier is supplied with two pairs of boots. — Каждому солдату выдали по две пары ботинок.;28.11.2015
Dictionary;suppose;;допускать, думать, полагать, предполагать;We suppose that the situation will improve. — Мы полагаем, что ситуация улучшится.;28.11.2015
Dictionary;supposing;;если (бы), предположим, что..., допустим, что...;supposing it were true, how we should grieve! — как бы мы огорчились, если бы это была правда!;28.11.2015
Dictionary;surgeon;;хирург;obstetric surgeon — акушер, акушерка;28.11.2015
Dictionary;surgery;;хирургия;outpatient surgery — амер. хирургия в амбулаторных условиях;28.11.2015
Dictionary;surprisingly;;удивительно, необычайно, неожиданно;Surprisingly little altered for fifteen years. — Удивительно мало изменилось за пятнадцать лет.;28.11.2015
Dictionary;surrender;;сдача, капитуляция;surrender value юр. — сумма, возвращаемая лицу, отказавшемуся от страхового полиса;28.11.2015
Dictionary;suspended;;висящий, подвешенный;suspended sentence юр. — условный приговор, условное осуждение;28.11.2015
Dictionary;sustain;;поддерживать (морально и материально), придавать силы, способствовать (осуществлению чего-л.), обеспечивать;food sustains life — пища поддерживает жизненные силы;28.11.2015
Dictionary;sympathize;;сочувствовать, выражать сочувствие (with);We all sympathize with the Brown family about the loss of their son. — Мы все приносим соболезнования семье Браун в связи с потерей сына.;28.11.2015
Dictionary;sympathy;;сочувствие (кому-л. - with), сострадание ( к кому-л. / чему-л. - for), симпатия;to arouse, stir up sympathy for — вызывать сочувствие к кому-л. / к чему-л.;28.11.2015
Dictionary;synthesis;;синтез;;28.11.2015
Dictionary;take advantage;;воспользоваться, использовать в своих интересах / с выгодой для себя;to take advantage of the opportunity — воспользоваться случаем;28.11.2015
Dictionary;take in;;принимать (гостя), предоставлять приют, обмануть, обманывать;to take in a refugee — приютить беженца, I was taken in by his appearance. — Меня обманул его (внешний) вид.;28.11.2015
Dictionary;technology;;техника, технические и прикладные науки;to apply, employ technology — применять технологию, использовать методику;28.11.2015
Dictionary;tell off;;отсчитывать, отбирать (для определенного задания);Six of us were told off to get fuel. — Шестеро из нас были посланы за топливом.;28.11.2015
Dictionary;term;;срок, определенный период, длительность, продолжительность;a usual term of transportation — обычный срок перевозки;28.11.2015
Dictionary;therefore;;поэтому, следовательно;;28.11.2015
Dictionary;thermometer;;градусник, термометр;oral thermometer — оральный термометр;28.11.2015
Dictionary;thorough;;исчерпывающий, полный, основательный, всесторонний, доскональный, тщательный;a thorough research — всестороннее исследование;28.11.2015
Dictionary;thoroughly;;полностью, вполне, совершенно, совсем, основательно, тщательно;We thoroughly enjoyed the party. — Мы были в совершенном восторге от вечеринки.;28.11.2015
Dictionary;thoughtful;;задумчивый, погружённый в размышления, созерцательный;thoughtful look — задумчивый взгляд;28.11.2015
Dictionary;threaten;;грозить, угрожать (with - чем-л.);A storm is threatening. — Надвигается буря.;28.11.2015
Dictionary;throughout;;через, по всему (о физическом пространстве, объеме и т. п.);cities throughout Russia — города по всей России;28.11.2015
Dictionary;thunder;;гром;clap, peal, roll of thunder — удар, раскат грома;28.11.2015
Dictionary;tighten;;сжимать(ся), натягивать(ся), затягивать(ся), уплотнять;to tighten one's belt — потуже затянуть пояс тж. перен.;28.11.2015
Dictionary;timber;;лесоматериалы, строевой лес, древесина;to float, raft timber (down a river) — сплавлять лес (по реке);28.11.2015
Dictionary;tissue;;текст. ткань (особ. тонкая, дорогая), материя;The tissue of misrepresentations woven round us. — Сплетенная вокруг нас сеть умышленных искажений.;28.11.2015
Dictionary;tolerate;;выносить, терпеть;If the expression may be tolerated. — Если так можно выразиться, с позволения сказать.;28.11.2015
Dictionary;tomb;;могила;tomb raider — расхититель гробниц;28.11.2015
Dictionary;tough;;жесткий (особ. о пище), плотный, упругий;The environmentalists want a tougher line on automobiles that pollute. (National Observer) — Защитники окружающей среды хотели бы проводить более жесткую линию в том, что касается автомобилей, загрязняющих окружающую среду.;28.11.2015
Dictionary;treatment;;обращение (of - с кем-л.);to give smb. the silent treatment — не разговаривать с кем-л., бойкотировать кого-л.;28.11.2015
Dictionary;treaty;;договор, соглашение, конвенция;to abrogate, denounce a treaty — аннулировать, расторгать договор;28.11.2015
Dictionary;tremendous;;жуткий, страшный, ужасный;Was it fun? - Tremendous. — Это было весело? - Потрясающе.;28.11.2015
Dictionary;trouble;;беспокойство, волнение, тревога;to give trouble, to put to trouble — причинять беспокойство (кому-л.);28.11.2015
Dictionary;troublesome;;причиняющий беспокойство, трудный, беспокойный;troublesome neighbourhood — неудобное (опасное) соседство;28.11.2015
Dictionary;trustworthy;;заслуживающий доверия, надежный;;28.11.2015
Dictionary;truth;;правда, истина, истинность;to ascertain, elicit, establish, find truth — узнавать, устанавливать правду;28.11.2015
Dictionary;turmoil;;шум, суматоха, беспорядок;;28.11.2015
Dictionary;turning;;вращение, поворот;the turning of a key — поворот ключа;28.11.2015
Dictionary;unaware;[ˌʌnəˈweə];не знающий, не подозревающий (of - чего-л.);They were unaware that the road had been closed. — Они не знали, что дорога перекрыта.;28.11.2015
Dictionary;uncertain;;неопределенный, незаданный, нефиксированный;at uncertain hours — в неопределенное время, неизвестно когда;28.11.2015
Dictionary;uncertified;;незаверенный;;28.11.2015
Dictionary;uncommon;;выдающийся, замечательный, исключительный, недюжинный, необыкновенный, неординарный;He was a man of uncommon power. — Это был человек недюжинной силы.;28.11.2015
Dictionary;uncontaminated;;беспримесный;;28.11.2015
Dictionary;undistinguished;;невидимый, неразличимый, неясный;;28.11.2015
Dictionary;unemployed;;безработный;;28.11.2015
Dictionary;unfavorable;;неблагоприятный, вредный;;28.11.2015
Dictionary;unfit;;негодный, неподходящий, непригодный;unfit for consumer — неподходящий для потребителя;28.11.2015
Dictionary;unfriendly;;враждебный, неприязненный, недружелюбный, несочувствующий, черствый;The atmosphere is unfriendly for exercise. — Обстановка не подходит для занятий.;28.11.2015
Dictionary;unharmed;;невредимый, нетронутый, неповрежденный, целый;to be safe and unharmed — быть целым и невредимым;28.11.2015
Dictionary;unidentified;;неопознанный, неотождествлённый;;28.11.2015
Dictionary;unity;;единство, спаянность, сплоченность;to achieve unity, to bring about unity — достигнуть единства, прийти к единству;28.11.2015
Dictionary;unkind;;диал., уст. суровый (о климате), ненастный (о погоде);unkind to the cultivation of the earth — непригодный для обработки земли;28.11.2015
Dictionary;unless;;если не, пока не;I shall not go unless the weather is fine. — Я не поеду, если не будет хорошей погоды.;28.11.2015
Dictionary;unoccupied;;неработающий, незанятый, праздный (о людях);She led an unoccupied and purposeless life. — Она вела праздную и бесцельную жизнь.;28.11.2015
Dictionary;unreasonable;;неразумный, не одаренный разумом;unreasonable beasts — неразумные твари;28.11.2015
Dictionary;unreliable;;ненадежный;unreliable calculation — ненадежное вычисление;28.11.2015
Dictionary;unstable;;нетвердый, нестабильный;emotionally unstable — эмоционально неустойчивый;28.11.2015
Dictionary;unsuitable;;неподобающий, неподходящий;;28.11.2015
Dictionary;unusable;;неподходящий, непригодный;;28.11.2015
Dictionary;unwilling;;нерасположенный, несклонный;She is unwilling to participate. — Она не хочет участвовать / принимать участие в чем-л.;28.11.2015
Dictionary;urban;;городской;urban renewal — возрождение городов;28.11.2015
Dictionary;urgent;;срочный, неотложный, необходимый;to be in urgent need of smth. — крайне нуждаться в чем-л.;28.11.2015
Dictionary;useless;;бесполезный, никуда не годный;It's useless to try to convince her. — Бесполезно пытаться её убедить.;28.11.2015
Dictionary;vaccinate;;прививать оспу;to vaccinate smb. against / with smallpox — прививать оспу;28.11.2015
Dictionary;vain;;тщеславный, самодовольный, самовлюблённый, полный самомнения, напрасный, бесполезный, тщетный;vain about one's appearance — высокого мнения о своей внешности, It is vain to protest. — Протестовать бесполезно.;28.11.2015
Dictionary;vaporize;;испарять(ся);;28.11.2015
Dictionary;vast;;обширный, громадный, безбрежный, пространный;It is not a single building, but rather a vast collection of chambers and galleries. — Это не здание, а бесконечное нагромождение комнат и галерей.;28.11.2015
Dictionary;velocity;;скорость, быстрота;at a certain velocity — с определенной скоростью;28.11.2015
Dictionary;venture;;рискованное предприятие, рискованное начинание;to join smb. in a venture — поддержать чье-л. рискованное предприятие;28.11.2015
Dictionary;vessel;;сосуд (для жидкости);communicating vessels — сообщающиеся сосуды;28.11.2015
Dictionary;violate;;нарушать, попирать, преступать;to violate a law (oath, promise) — нарушить закон (клятву, обещание);28.11.2015
Dictionary;virtually;;фактически, практически, в сущности, поистине;It's virtually impossible to translate this phrase. — Перевести эту фразу практически невозможно.;28.11.2015
Dictionary;vital;;жизненный;vital force — жизненная сила;28.11.2015
Dictionary;voluntary;;добровольный, добровольческий;;28.11.2015
Dictionary;vomit;;рвота;bloody vomit — кровавая рвота, рвота с кровью;28.11.2015
Dictionary;vote;;голосование, волеизъявление;to bring a question to a vote — поставить вопрос на голосование;28.11.2015
Dictionary;warmth;;тепло;body warmth — тепло, исходящее от тела;28.11.2015
Dictionary;warn;;предупреждать, предостерегать, извещать, оповещать;The motoring organization is warning of thick mist and blowing snow on high ground. — Служба наблюдения предупреждает о густых туманах и сильном снегопаде.;28.11.2015
Dictionary;weigh;;взвешивать(ся), тж. перен.;He meditatively weighed his stick in his hand. — Он задумчиво взвесил палку в руке.;28.11.2015
Dictionary;weird;;доля, рок, судьба, жребий, фатум                                          потусторонний, сверхъестественный, таинственный;to dree one's weird — покоряться судьбе;28.11.2015
Dictionary;welfare;;благоденствие, благополучие, благосостояние;He has urged complete reform of the welfare system. — Он настаивал на полной реорганизации системы социального обеспечения.;28.11.2015
Dictionary;wheel;;колесо;to align a wheel — отцентровывать колесо;28.11.2015
Dictionary;whereas;;вводит уступительные и противопоставительные предложения тогда как, несмотря на то, что;Whereas he had received a very handsome fortune with his wife, he had now spent every penny of it. — Хотя он получил за своей женой большое приданое, он истратил его до копейки.;28.11.2015
Dictionary;wide;;широкий;wide horizon — широкий горизонт;28.11.2015
Dictionary;widen;;расширять(ся);The current widens, and its speed is slackened. — Поток ширится, и его скорость замедляется.;28.11.2015
Dictionary;within;;выражает отношения места в, внутри;within the house — в доме;28.11.2015
Dictionary;worn out;;уставший, измученный, изнуренный, утомленный, пресыщенный;;28.11.2015
Dictionary;worth;;цена, стоимость, ценность;He gets his money's worth. — Он не переплачивает.;28.11.2015
Dictionary;yearly;;годичный, годовой, ежегодный;He gave yearly great sums in charity. — Он ежегодно давал большие суммы денег на благотворительность.;28.11.2015
Dictionary;quotation;[kwəˈteɪʃ(ə)n];эк. стоимость, цена, расценка;this quotation is valid until 11 th of December 2015;02.12.2015
Dictionary;prioritize;[praɪˈɔrɪtaɪz];отдавать предпочтение, уделять первостепенное внимание;;03.12.2015
